feature,importance
order_country_Mozambique,9.260613600536581e-05
category_name_Golf Apparel,9.248726893181987e-05
order_country_Kazakhstan,9.223341376498072e-05
order_country_Jamaica,9.223310177017648e-05
product_name_Rock music,9.214304900955241e-05
category_name_DVDs,9.01792173540504e-05
category_name_Fitness Accessories,9.01118013681557e-05
product_name_DVDs,8.965457830722011e-05
category_name_Music,8.921994372694638e-05
category_name_Hunting & Shooting,8.919098505374462e-05
product_name_Top Flite Women's 2014 XL Hybrid,8.686409627833791e-05
order_country_Singapore,8.572705684690762e-05
product_name_First aid kit,8.559161752839338e-05
order_country_Mali,8.52795962574494e-05
category_name_Health and Beauty,8.464901404012549e-05
category_name_Lacrosse,8.460834275391583e-05
product_name_Adult dog supplies,8.404337604348408e-05
order_country_Switzerland,8.335744719745064e-05
category_name_Men's Golf Clubs,8.168744496658881e-05
product_name_Under Armour Men's Tech II T-Shirt,8.11033944626618e-05
customer_state_RI,8.01960700995511e-05
order_country_Zambia,7.917428787837325e-05
product_name_Under Armour Hustle Storm Medium Duffle Bag,7.855890123446104e-05
order_country_Myanmar (Burma),7.844667420052362e-05
category_name_Books,7.616574579239664e-05
product_name_adidas Youth Germany Black/Red Away Match Soc,7.611758891752609e-05
product_name_Bridgestone e6 Straight Distance NFL Carolina,7.582565458032812e-05
product_name_Sports Books,7.579371016903715e-05
product_name_TYR Boys' Team Digi Jammer,7.578802979501124e-05
product_name_Under Armour Men's Compression EV SL Slide,7.531874125032359e-05
product_name_Under Armour Women's Micro G Skulpt Running S,7.518742581318588e-05
order_country_Togo,7.458055564119983e-05
product_name_Web Camera,7.378162952105992e-05
product_name_Bridgestone e6 Straight Distance NFL Tennesse,7.370387566784327e-05
product_name_Industrial consumer electronics,7.291025856325072e-05
product_name_Under Armour Women's Ignite PIP VI Slide,7.206978785631464e-05
product_name_Team Golf St. Louis Cardinals Putter Grip,7.180046818222545e-05
department_name_Book Shop,7.14337220089919e-05
order_country_Uzbekistan,6.961595513680932e-05
order_country_Israel,6.955069536819501e-05
product_name_Hirzl Men's Hybrid Golf Glove,6.943483952001287e-05
product_name_Under Armour Women's Ignite Slide,6.682766471086284e-05
customer_state_OK,6.65747299464024e-05
product_name_Nike Men's Comfort 2 Slide,6.629690056236351e-05
product_name_Hirzl Women's Hybrid Golf Glove,6.611240158025856e-05
product_name_Men's gala suit,6.605884428052265e-05
order_country_Martinica,6.559066405649695e-05
order_country_Kenya,6.545283108781196e-05
category_name_Consumer Electronics,6.519657842898124e-05
order_country_Ecuador,6.509035953481029e-05
category_name_Tennis & Racquet,6.507015435396312e-05
product_name_Lawn mower,6.464654147617633e-05
category_name_Cameras,6.434724445815726e-05
product_name_adidas Kids' F5 Messi FG Soccer Cleat,6.421722352986772e-05
product_name_Team Golf Texas Longhorns Putter Grip,6.389915930467982e-05
category_name_Garden,6.383196156008556e-05
order_country_Sudan,6.32046675751187e-05
category_name_Crafts,6.267936845078808e-05
product_name_adidas Men's F10 Messi TRX FG Soccer Cleat,6.238413910524615e-05
product_name_ENO Atlas Hammock Straps,6.169305051453568e-05
product_name_Titleist Pro V1x Golf Balls,6.128031700643363e-05
product_name_Nike Women's Legend V-Neck T-Shirt,6.110209327694327e-05
product_name_adidas Men's Germany Black Crest Away Tee,5.968414047227725e-05
product_name_Porcelain crafts,5.888131406917935e-05
order_country_Camboya,5.8863069079196914e-05
customer_state_ND,5.790967624057646e-05
product_name_Under Armour Kids' Mercenary Slide,5.7577098080214226e-05
product_name_Team Golf San Francisco Giants Putter Grip,5.7254345414105593e-05
order_country_Zimbabwe,5.7214013234436365e-05
order_country_Ghana,5.696046519373359e-05
category_name_Women's Golf Clubs,5.6677271711139136e-05
customer_state_WV,5.581466363424793e-05
product_name_Team Golf Tennessee Volunteers Putter Grip,5.445683489880371e-05
category_name_Men's Clothing,5.4282274831256006e-05
product_name_Team Golf Pittsburgh Steelers Putter Grip,5.370455825727122e-05
category_name_Computers,5.342244354063404e-05
product_name_Team Golf New England Patriots Putter Grip,5.3055450758338817e-05
